query-id	corpus-id	score
sciq-test_133	test_133	1
sciq-test_134	test_134	1
sciq-test_135	test_135	1
sciq-test_136	test_136	1
sciq-test_137	test_137	1
sciq-test_138	test_138	1
sciq-test_139	test_139	1
sciq-test_140	test_140	1
sciq-test_141	test_141	1
sciq-test_142	test_142	1
sciq-test_143	test_143	1
sciq-test_144	test_144	1
sciq-test_145	test_145	1
sciq-test_147	test_147	1
sciq-test_148	test_148	1
sciq-test_149	test_149	1
sciq-test_150	test_150	1
sciq-test_151	test_151	1
sciq-test_152	test_152	1
sciq-test_153	test_153	1
sciq-test_154	test_154	1
sciq-test_155	test_155	1
sciq-test_156	test_156	1
sciq-test_157	test_157	1
sciq-test_158	test_158	1
sciq-test_159	test_159	1
sciq-test_161	test_161	1
sciq-test_162	test_162	1
sciq-test_163	test_163	1
sciq-test_164	test_164	1
sciq-test_165	test_165	1
sciq-test_166	test_166	1
sciq-test_167	test_167	1
sciq-test_169	test_169	1
sciq-test_170	test_170	1
sciq-test_171	test_171	1
sciq-test_172	test_172	1
sciq-test_174	test_174	1
sciq-test_175	test_175	1
sciq-test_177	test_177	1
sciq-test_179	test_179	1
sciq-test_180	test_180	1
sciq-test_181	test_181	1
sciq-test_182	test_182	1
sciq-test_183	test_183	1
sciq-test_184	test_184	1
sciq-test_186	test_186	1
sciq-test_187	test_187	1
sciq-test_189	test_189	1
sciq-test_190	test_190	1
sciq-test_192	test_192	1
sciq-test_193	test_193	1
sciq-test_194	test_194	1
sciq-test_195	test_195	1
sciq-test_196	test_196	1
sciq-test_197	test_197	1
sciq-test_199	test_199	1
sciq-test_200	test_200	1
sciq-test_201	test_201	1
sciq-test_202	test_202	1
sciq-test_203	test_203	1
sciq-test_204	test_204	1
sciq-test_205	test_205	1
sciq-test_206	test_206	1
sciq-test_207	test_207	1
sciq-test_208	test_208	1
sciq-test_209	test_209	1
sciq-test_210	test_210	1
sciq-test_211	test_211	1
sciq-test_212	test_212	1
sciq-test_213	test_213	1
sciq-test_214	test_214	1
sciq-test_215	test_215	1
sciq-test_217	test_217	1
sciq-test_218	test_218	1
sciq-test_219	test_219	1
sciq-test_220	test_220	1
sciq-test_221	test_221	1
sciq-test_222	test_222	1
sciq-test_224	test_224	1
sciq-test_225	test_225	1
sciq-test_227	test_227	1
sciq-test_228	test_228	1
sciq-test_229	test_229	1
sciq-test_230	test_230	1
sciq-test_231	test_231	1
sciq-test_232	test_232	1
sciq-test_233	test_233	1
sciq-test_234	test_234	1
sciq-test_235	test_235	1
sciq-test_236	test_236	1
sciq-test_237	test_237	1
sciq-test_238	test_238	1
sciq-test_239	test_239	1
sciq-test_240	test_240	1
sciq-test_241	test_241	1
sciq-test_242	test_242	1
sciq-test_243	test_243	1
sciq-test_244	test_244	1
sciq-test_245	test_245	1
sciq-test_246	test_246	1
sciq-test_247	test_247	1
sciq-test_249	test_249	1
sciq-test_250	test_250	1
sciq-test_251	test_251	1
sciq-test_252	test_252	1
sciq-test_253	test_253	1
sciq-test_255	test_255	1
sciq-test_256	test_256	1
sciq-test_257	test_257	1
sciq-test_258	test_258	1
sciq-test_259	test_259	1
sciq-test_260	test_260	1
sciq-test_262	test_262	1
sciq-test_263	test_263	1
sciq-test_264	test_264	1
sciq-test_265	test_265	1
sciq-test_266	test_266	1
sciq-test_267	test_267	1
sciq-test_268	test_268	1
sciq-test_269	test_269	1
sciq-test_270	test_270	1
sciq-test_271	test_271	1
sciq-test_272	test_272	1
sciq-test_273	test_273	1
sciq-test_274	test_274	1
sciq-test_275	test_275	1
sciq-test_276	test_276	1
sciq-test_277	test_277	1
sciq-test_278	test_278	1
sciq-test_279	test_279	1
sciq-test_280	test_280	1
sciq-test_281	test_281	1
sciq-test_282	test_282	1
sciq-test_283	test_283	1
sciq-test_284	test_284	1
sciq-test_285	test_285	1
sciq-test_286	test_286	1
sciq-test_287	test_287	1
sciq-test_288	test_288	1
sciq-test_289	test_289	1
sciq-test_290	test_290	1
sciq-test_291	test_291	1
sciq-test_292	test_292	1
sciq-test_295	test_295	1
sciq-test_296	test_296	1
sciq-test_297	test_297	1
sciq-test_298	test_298	1
sciq-test_299	test_299	1
sciq-test_300	test_300	1
sciq-test_302	test_302	1
sciq-test_303	test_303	1
sciq-test_304	test_304	1
sciq-test_305	test_305	1
sciq-test_306	test_306	1
sciq-test_307	test_307	1
sciq-test_308	test_308	1
sciq-test_309	test_309	1
sciq-test_310	test_310	1
sciq-test_311	test_311	1
sciq-test_312	test_312	1
sciq-test_313	test_313	1
sciq-test_314	test_314	1
sciq-test_315	test_315	1
sciq-test_318	test_318	1
sciq-test_319	test_319	1
sciq-test_320	test_320	1
sciq-test_321	test_321	1
sciq-test_322	test_322	1
sciq-test_323	test_323	1
sciq-test_324	test_324	1
sciq-test_327	test_327	1
sciq-test_328	test_328	1
sciq-test_329	test_329	1
sciq-test_330	test_330	1
sciq-test_331	test_331	1
sciq-test_332	test_332	1
sciq-test_333	test_333	1
sciq-test_334	test_334	1
sciq-test_335	test_335	1
sciq-test_336	test_336	1
sciq-test_337	test_337	1
sciq-test_339	test_339	1
sciq-test_340	test_340	1
sciq-test_341	test_341	1
sciq-test_342	test_342	1
sciq-test_343	test_343	1
sciq-test_344	test_344	1
sciq-test_345	test_345	1
sciq-test_347	test_347	1
sciq-test_349	test_349	1
sciq-test_350	test_350	1
sciq-test_352	test_352	1
sciq-test_353	test_353	1
sciq-test_355	test_355	1
sciq-test_356	test_356	1
sciq-test_357	test_357	1
sciq-test_358	test_358	1
sciq-test_360	test_360	1
sciq-test_361	test_361	1
sciq-test_362	test_362	1
sciq-test_363	test_363	1
sciq-test_364	test_364	1
sciq-test_365	test_365	1
sciq-test_366	test_366	1
sciq-test_367	test_367	1
sciq-test_368	test_368	1
sciq-test_369	test_369	1
sciq-test_370	test_370	1
sciq-test_371	test_371	1
sciq-test_372	test_372	1
sciq-test_373	test_373	1
sciq-test_374	test_374	1
sciq-test_375	test_375	1
sciq-test_376	test_376	1
sciq-test_377	test_377	1
sciq-test_378	test_378	1
sciq-test_379	test_379	1
sciq-test_380	test_380	1
sciq-test_381	test_381	1
sciq-test_382	test_382	1
sciq-test_383	test_383	1
sciq-test_384	test_384	1
sciq-test_385	test_385	1
sciq-test_386	test_386	1
sciq-test_387	test_387	1
sciq-test_388	test_388	1
sciq-test_390	test_390	1
sciq-test_391	test_391	1
sciq-test_392	test_392	1
sciq-test_393	test_393	1
sciq-test_394	test_394	1
sciq-test_395	test_395	1
sciq-test_396	test_396	1
sciq-test_397	test_397	1
sciq-test_398	test_398	1
sciq-test_399	test_399	1
sciq-test_400	test_400	1
sciq-test_401	test_401	1
sciq-test_402	test_402	1
sciq-test_403	test_403	1
sciq-test_404	test_404	1
sciq-test_405	test_405	1
sciq-test_406	test_406	1
sciq-test_407	test_407	1
sciq-test_409	test_409	1
sciq-test_410	test_410	1
sciq-test_411	test_411	1
sciq-test_412	test_412	1
sciq-test_413	test_413	1
sciq-test_414	test_414	1
sciq-test_415	test_415	1
sciq-test_416	test_416	1
sciq-test_417	test_417	1
sciq-test_418	test_418	1
sciq-test_419	test_419	1
sciq-test_420	test_420	1
sciq-test_421	test_421	1
sciq-test_422	test_422	1
sciq-test_423	test_423	1
sciq-test_425	test_425	1
sciq-test_426	test_426	1
sciq-test_427	test_427	1
sciq-test_428	test_428	1
sciq-test_429	test_429	1
sciq-test_430	test_430	1
sciq-test_431	test_431	1
sciq-test_432	test_432	1
sciq-test_433	test_433	1
sciq-test_435	test_435	1
sciq-test_436	test_436	1
sciq-test_437	test_437	1
sciq-test_438	test_438	1
sciq-test_439	test_439	1
sciq-test_440	test_440	1
sciq-test_441	test_441	1
sciq-test_442	test_442	1
sciq-test_443	test_443	1
sciq-test_444	test_444	1
sciq-test_445	test_445	1
sciq-test_446	test_446	1
sciq-test_447	test_447	1
sciq-test_448	test_448	1
sciq-test_449	test_449	1
sciq-test_450	test_450	1
sciq-test_451	test_451	1
sciq-test_452	test_452	1
sciq-test_453	test_453	1
sciq-test_454	test_454	1
sciq-test_455	test_455	1
sciq-test_456	test_456	1
sciq-test_457	test_457	1
sciq-test_458	test_458	1
sciq-test_459	test_459	1
sciq-test_461	test_461	1
sciq-test_462	test_462	1
sciq-test_463	test_463	1
sciq-test_464	test_464	1
sciq-test_465	test_465	1
sciq-test_466	test_466	1
sciq-test_467	test_467	1
sciq-test_469	test_469	1
sciq-test_470	test_470	1
sciq-test_471	test_471	1
sciq-test_472	test_472	1
sciq-test_473	test_473	1
sciq-test_474	test_474	1
sciq-test_475	test_475	1
sciq-test_476	test_476	1
sciq-test_477	test_477	1
sciq-test_478	test_478	1
sciq-test_479	test_479	1
sciq-test_480	test_480	1
sciq-test_481	test_481	1
sciq-test_482	test_482	1
sciq-test_483	test_483	1
sciq-test_484	test_484	1
sciq-test_485	test_485	1
sciq-test_486	test_486	1
sciq-test_487	test_487	1
sciq-test_488	test_488	1
sciq-test_489	test_489	1
sciq-test_490	test_490	1
sciq-test_492	test_492	1
sciq-test_493	test_493	1
sciq-test_494	test_494	1
sciq-test_495	test_495	1
sciq-test_496	test_496	1
sciq-test_497	test_497	1
sciq-test_498	test_498	1
sciq-test_499	test_499	1
sciq-test_500	test_500	1
sciq-test_501	test_501	1
sciq-test_502	test_502	1
sciq-test_503	test_503	1
sciq-test_504	test_504	1
sciq-test_505	test_505	1
sciq-test_506	test_506	1
sciq-test_507	test_507	1
sciq-test_508	test_508	1
sciq-test_509	test_509	1
sciq-test_510	test_510	1
sciq-test_511	test_511	1
sciq-test_512	test_512	1
sciq-test_514	test_514	1
sciq-test_515	test_515	1
sciq-test_516	test_516	1
sciq-test_517	test_517	1
sciq-test_518	test_518	1
sciq-test_520	test_520	1
sciq-test_521	test_521	1
sciq-test_523	test_523	1
sciq-test_524	test_524	1
sciq-test_525	test_525	1
sciq-test_526	test_526	1
sciq-test_528	test_528	1
sciq-test_529	test_529	1
sciq-test_530	test_530	1
sciq-test_531	test_531	1
sciq-test_532	test_532	1
sciq-test_533	test_533	1
sciq-test_534	test_534	1
sciq-test_535	test_535	1
sciq-test_536	test_536	1
sciq-test_537	test_537	1
sciq-test_538	test_538	1
sciq-test_539	test_539	1
sciq-test_540	test_540	1
sciq-test_541	test_541	1
sciq-test_542	test_542	1
sciq-test_544	test_544	1
sciq-test_545	test_545	1
sciq-test_546	test_546	1
sciq-test_547	test_547	1
sciq-test_548	test_548	1
sciq-test_549	test_549	1
sciq-test_550	test_550	1
sciq-test_551	test_551	1
sciq-test_553	test_553	1
sciq-test_554	test_554	1
sciq-test_555	test_555	1
sciq-test_556	test_556	1
sciq-test_557	test_557	1
sciq-test_558	test_558	1
sciq-test_559	test_559	1
sciq-test_561	test_561	1
sciq-test_562	test_562	1
sciq-test_563	test_563	1
sciq-test_564	test_564	1
sciq-test_565	test_565	1
sciq-test_566	test_566	1
sciq-test_567	test_567	1
sciq-test_568	test_568	1
sciq-test_569	test_569	1
sciq-test_570	test_570	1
sciq-test_571	test_571	1
sciq-test_572	test_572	1
sciq-test_573	test_573	1
sciq-test_574	test_574	1
sciq-test_575	test_575	1
sciq-test_576	test_576	1
sciq-test_577	test_577	1
sciq-test_578	test_578	1
sciq-test_579	test_579	1
sciq-test_581	test_581	1
sciq-test_582	test_582	1
sciq-test_583	test_583	1
sciq-test_584	test_584	1
sciq-test_585	test_585	1
sciq-test_586	test_586	1
sciq-test_587	test_587	1
sciq-test_589	test_589	1
sciq-test_590	test_590	1
sciq-test_591	test_591	1
sciq-test_593	test_593	1
sciq-test_594	test_594	1
sciq-test_595	test_595	1
sciq-test_597	test_597	1
sciq-test_598	test_598	1
sciq-test_599	test_599	1
sciq-test_600	test_600	1
sciq-test_602	test_602	1
sciq-test_603	test_603	1
sciq-test_604	test_604	1
sciq-test_606	test_606	1
sciq-test_608	test_608	1
sciq-test_609	test_609	1
sciq-test_610	test_610	1
sciq-test_611	test_611	1
sciq-test_612	test_612	1
sciq-test_613	test_613	1
sciq-test_614	test_614	1
sciq-test_616	test_616	1
sciq-test_617	test_617	1
sciq-test_618	test_618	1
sciq-test_620	test_620	1
sciq-test_621	test_621	1
sciq-test_622	test_622	1
sciq-test_623	test_623	1
sciq-test_624	test_624	1
sciq-test_625	test_625	1
sciq-test_627	test_627	1
sciq-test_628	test_628	1
sciq-test_629	test_629	1
sciq-test_630	test_630	1
sciq-test_632	test_632	1
sciq-test_633	test_633	1
sciq-test_634	test_634	1
sciq-test_635	test_635	1
sciq-test_636	test_636	1
sciq-test_637	test_637	1
sciq-test_638	test_638	1
sciq-test_639	test_639	1
sciq-test_640	test_640	1
sciq-test_641	test_641	1
sciq-test_642	test_642	1
sciq-test_643	test_643	1
sciq-test_644	test_644	1
sciq-test_646	test_646	1
sciq-test_647	test_647	1
sciq-test_648	test_648	1
sciq-test_649	test_649	1
sciq-test_650	test_650	1
sciq-test_651	test_651	1
sciq-test_652	test_652	1
sciq-test_654	test_654	1
sciq-test_655	test_655	1
sciq-test_656	test_656	1
sciq-test_657	test_657	1
sciq-test_658	test_658	1
sciq-test_659	test_659	1
sciq-test_660	test_660	1
sciq-test_661	test_661	1
sciq-test_662	test_662	1
sciq-test_664	test_664	1
sciq-test_665	test_665	1
sciq-test_666	test_666	1
sciq-test_667	test_667	1
sciq-test_668	test_668	1
sciq-test_669	test_669	1
sciq-test_670	test_670	1
sciq-test_671	test_671	1
sciq-test_672	test_672	1
sciq-test_673	test_673	1
sciq-test_674	test_674	1
sciq-test_675	test_675	1
sciq-test_676	test_676	1
sciq-test_677	test_677	1
sciq-test_678	test_678	1
sciq-test_680	test_680	1
sciq-test_682	test_682	1
sciq-test_683	test_683	1
sciq-test_684	test_684	1
sciq-test_685	test_685	1
sciq-test_687	test_687	1
sciq-test_688	test_688	1
sciq-test_689	test_689	1
sciq-test_691	test_691	1
sciq-test_692	test_692	1
sciq-test_693	test_693	1
sciq-test_694	test_694	1
sciq-test_695	test_695	1
sciq-test_696	test_696	1
sciq-test_698	test_698	1
sciq-test_699	test_699	1
sciq-test_700	test_700	1
sciq-test_701	test_701	1
sciq-test_702	test_702	1
sciq-test_703	test_703	1
sciq-test_704	test_704	1
sciq-test_705	test_705	1
sciq-test_706	test_706	1
sciq-test_707	test_707	1
sciq-test_708	test_708	1
sciq-test_709	test_709	1
sciq-test_710	test_710	1
sciq-test_711	test_711	1
sciq-test_712	test_712	1
sciq-test_713	test_713	1
sciq-test_714	test_714	1
sciq-test_715	test_715	1
sciq-test_716	test_716	1
sciq-test_717	test_717	1
sciq-test_720	test_720	1
sciq-test_721	test_721	1
sciq-test_722	test_722	1
sciq-test_723	test_723	1
sciq-test_724	test_724	1
sciq-test_725	test_725	1
sciq-test_726	test_726	1
sciq-test_728	test_728	1
sciq-test_729	test_729	1
sciq-test_730	test_730	1
sciq-test_731	test_731	1
sciq-test_732	test_732	1
sciq-test_733	test_733	1
sciq-test_735	test_735	1
sciq-test_736	test_736	1
sciq-test_737	test_737	1
sciq-test_738	test_738	1
sciq-test_739	test_739	1
sciq-test_740	test_740	1
sciq-test_741	test_741	1
sciq-test_743	test_743	1
sciq-test_744	test_744	1
sciq-test_745	test_745	1
sciq-test_746	test_746	1
sciq-test_748	test_748	1
sciq-test_749	test_749	1
sciq-test_751	test_751	1
sciq-test_752	test_752	1
sciq-test_753	test_753	1
sciq-test_754	test_754	1
sciq-test_755	test_755	1
sciq-test_756	test_756	1
sciq-test_757	test_757	1
sciq-test_759	test_759	1
sciq-test_760	test_760	1
sciq-test_761	test_761	1
sciq-test_762	test_762	1
sciq-test_763	test_763	1
sciq-test_764	test_764	1
sciq-test_765	test_765	1
sciq-test_767	test_767	1
sciq-test_769	test_769	1
sciq-test_770	test_770	1
sciq-test_771	test_771	1
sciq-test_772	test_772	1
sciq-test_773	test_773	1
sciq-test_774	test_774	1
sciq-test_776	test_776	1
sciq-test_777	test_777	1
sciq-test_778	test_778	1
sciq-test_780	test_780	1
sciq-test_781	test_781	1
sciq-test_782	test_782	1
sciq-test_783	test_783	1
sciq-test_784	test_784	1
sciq-test_785	test_785	1
sciq-test_786	test_786	1
sciq-test_787	test_787	1
sciq-test_788	test_788	1
sciq-test_789	test_789	1
sciq-test_790	test_790	1
sciq-test_791	test_791	1
sciq-test_792	test_792	1
sciq-test_793	test_793	1
sciq-test_794	test_794	1
sciq-test_795	test_795	1
sciq-test_796	test_796	1
sciq-test_797	test_797	1
sciq-test_798	test_798	1
sciq-test_799	test_799	1
sciq-test_800	test_800	1
sciq-test_801	test_801	1
sciq-test_802	test_802	1
sciq-test_803	test_803	1
sciq-test_804	test_804	1
sciq-test_805	test_805	1
sciq-test_806	test_806	1
sciq-test_807	test_807	1
sciq-test_808	test_808	1
sciq-test_809	test_809	1
sciq-test_810	test_810	1
sciq-test_811	test_811	1
sciq-test_812	test_812	1
sciq-test_813	test_813	1
sciq-test_814	test_814	1
sciq-test_815	test_815	1
sciq-test_816	test_816	1
sciq-test_818	test_818	1
sciq-test_819	test_819	1
sciq-test_820	test_820	1
sciq-test_821	test_821	1
sciq-test_823	test_823	1
sciq-test_824	test_824	1
sciq-test_826	test_826	1
sciq-test_827	test_827	1
sciq-test_829	test_829	1
sciq-test_831	test_831	1
sciq-test_832	test_832	1
sciq-test_833	test_833	1
sciq-test_834	test_834	1
sciq-test_835	test_835	1
sciq-test_836	test_836	1
sciq-test_838	test_838	1
sciq-test_839	test_839	1
sciq-test_840	test_840	1
sciq-test_841	test_841	1
sciq-test_842	test_842	1
sciq-test_843	test_843	1
sciq-test_844	test_844	1
sciq-test_845	test_845	1
sciq-test_846	test_846	1
sciq-test_847	test_847	1
sciq-test_848	test_848	1
sciq-test_849	test_849	1
sciq-test_850	test_850	1
sciq-test_851	test_851	1
sciq-test_852	test_852	1
sciq-test_853	test_853	1
sciq-test_854	test_854	1
sciq-test_855	test_855	1
sciq-test_856	test_856	1
sciq-test_857	test_857	1
sciq-test_858	test_858	1
sciq-test_859	test_859	1
sciq-test_860	test_860	1
sciq-test_861	test_861	1
sciq-test_862	test_862	1
sciq-test_863	test_863	1
sciq-test_864	test_864	1
sciq-test_865	test_865	1
sciq-test_866	test_866	1
sciq-test_867	test_867	1
sciq-test_868	test_868	1
sciq-test_869	test_869	1
sciq-test_870	test_870	1
sciq-test_871	test_871	1
sciq-test_872	test_872	1
sciq-test_873	test_873	1
sciq-test_874	test_874	1
sciq-test_875	test_875	1
sciq-test_876	test_876	1
sciq-test_877	test_877	1
sciq-test_878	test_878	1
sciq-test_879	test_879	1
sciq-test_881	test_881	1
sciq-test_882	test_882	1
sciq-test_885	test_885	1
sciq-test_886	test_886	1
sciq-test_887	test_887	1
sciq-test_888	test_888	1
sciq-test_889	test_889	1
sciq-test_890	test_890	1
sciq-test_891	test_891	1
sciq-test_892	test_892	1
sciq-test_893	test_893	1
sciq-test_894	test_894	1
sciq-test_895	test_895	1
sciq-test_896	test_896	1
sciq-test_897	test_897	1
sciq-test_898	test_898	1
sciq-test_899	test_899	1
sciq-test_900	test_900	1
sciq-test_901	test_901	1
sciq-test_902	test_902	1
sciq-test_903	test_903	1
sciq-test_904	test_904	1
sciq-test_905	test_905	1
sciq-test_906	test_906	1
sciq-test_907	test_907	1
sciq-test_908	test_908	1
sciq-test_909	test_909	1
sciq-test_910	test_910	1
sciq-test_911	test_911	1
sciq-test_912	test_912	1
sciq-test_913	test_913	1
sciq-test_914	test_914	1
sciq-test_916	test_916	1
sciq-test_918	test_918	1
sciq-test_919	test_919	1
sciq-test_920	test_920	1
sciq-test_921	test_921	1
sciq-test_922	test_922	1
sciq-test_923	test_923	1
sciq-test_924	test_924	1
sciq-test_928	test_928	1
sciq-test_930	test_930	1
sciq-test_931	test_931	1
sciq-test_932	test_932	1
sciq-test_933	test_933	1
sciq-test_934	test_934	1
sciq-test_935	test_935	1
sciq-test_936	test_936	1
sciq-test_937	test_937	1
sciq-test_938	test_938	1
sciq-test_939	test_939	1
sciq-test_940	test_940	1
sciq-test_941	test_941	1
sciq-test_942	test_942	1
sciq-test_943	test_943	1
sciq-test_944	test_944	1
sciq-test_945	test_945	1
sciq-test_947	test_947	1
sciq-test_948	test_948	1
sciq-test_949	test_949	1
sciq-test_951	test_951	1
sciq-test_953	test_953	1
sciq-test_955	test_955	1
sciq-test_956	test_956	1
sciq-test_957	test_957	1
sciq-test_958	test_958	1
sciq-test_959	test_959	1
sciq-test_960	test_960	1
sciq-test_961	test_961	1
sciq-test_962	test_962	1
sciq-test_964	test_964	1
sciq-test_965	test_965	1
sciq-test_966	test_966	1
sciq-test_967	test_967	1
sciq-test_968	test_968	1
sciq-test_969	test_969	1
sciq-test_971	test_971	1
sciq-test_972	test_972	1
sciq-test_974	test_974	1
sciq-test_975	test_975	1
sciq-test_976	test_976	1
sciq-test_978	test_978	1
sciq-test_979	test_979	1
sciq-test_980	test_980	1
sciq-test_981	test_981	1
sciq-test_982	test_982	1
sciq-test_983	test_983	1
sciq-test_984	test_984	1
sciq-test_985	test_985	1
sciq-test_986	test_986	1
sciq-test_987	test_987	1
sciq-test_988	test_988	1
sciq-test_990	test_990	1
sciq-test_991	test_991	1
sciq-test_992	test_992	1
sciq-test_993	test_993	1
sciq-test_994	test_994	1
sciq-test_996	test_996	1
sciq-test_998	test_998	1
sciq-test_999	test_999	1
